INFO || 24-02-2023 23:19:45 || bot>bot.py || HEHEHE
DEBUG || 24-02-2023 23:19:45 || bot>bot.py || HEHEASDASDADS
INFO || 24-02-2023 23:20:35 || bot>bot.py || HEHEHE
DEBUG || 24-02-2023 23:20:35 || bot>bot.py || HEHEASDASDADS
INFO || 24-02-2023 23:20:35 || bot>bot.py || HEHEHE
DEBUG || 24-02-2023 23:20:35 || bot>bot.py || HEHEASDASDADS
INFO || 24-02-2023 23:20:41 || bot>bot.py || HEHEHE
DEBUG || 24-02-2023 23:20:41 || bot>bot.py || HEHEASDASDADS
INFO || 24-02-2023 23:20:41 || bot>bot.py || HEHEHE
DEBUG || 24-02-2023 23:20:41 || bot>bot.py || HEHEASDASDADS
